,text,label,span
f4c08ffb-f419-426a-92e6-676d13d3eb28,"7.1.4 Dateien übertragen, die Viren, Trojaner oder andere für die Website schädliche Aktivitäten enthalten;",web1,"[30, 35]"
e7693577-873c-4fe0-879d-fc1785bc428f,[...] Aktionen Andreas Fröhlich Audioqualität Audiotisches Augstralia Australien Barrierefreiheit Berlin binaural blind Brandenburg Corona Crowdfunding Der Dübel Dicker Lauschbär Die drei Fragezeichen Die Hörspiel Die Hörspiel 2009 Die Hörspiel 2010 Die Stimmen der Unsichtbaren Dieter Perkowski Europa Eva gehörlos Geräuschemacher Gewinnspiel Hamburg Helden der Kindheit Hongkong Hörbehinderung Hörbuch Hörbücher Hörspiel Hörspiele Hörspielmesse Interview Johnny Cash Jubiläum Juliane Zschau Kinder Kommunikation Laughing Kookaburra Lauscherlounge Leopold Altenburg Lesung Live-Hörspiel Musik Neujahr Ohrenmensch OKM II Oliver Rohrbeck Panne Podcastsong Radio radiomultikulti RBB Reise Rezension Satire Saxophon Schlummernde Viren Schräge Vögel Schwerhörigkeit Slopinsky Sydney Talk Tomaten Tom Funker Trailer Tunesien Ukulele Untertitel unvertonte Hörspiele Wasser Wilson [...],web1,"[726, 731]"
e7c207af-9794-4d10-b785-05702b29bf81,"Angesichts eines bisher unbekannten Virus hat China die vielleicht ehrgeizigsten, agilsten und aggressivsten Bemühungen zur Eindämmung der Krankheit in der Menschheitsgeschichte unternommen (…) Die bemerkenswerte Geschwindigkeit, mit der chinesische Wissenschaftler und Experten des öffentlichen Gesundheitswesens das verursachende Virus isolierten, Diagnosewerkzeuge einführten und wichtige Übertragungsparameter wie Verbreitungsweg und Inkubationszeit bestimmten, lieferte die entscheidende Beweisgrundlage für die Strategie Chinas und gewann unschätzbare Zeit für die Reaktion.",web1,"[36, 41]"
488d9b00-4faa-4a45-a8cc-d4a6e29d6b8f,Genauere Daten zum neuen Virus SARS-CoV-2 liegen noch nicht vor.,web1,"[25, 30]"
4a5045a7-0a0d-4d1a-9d57-686097af74c3,"Das Virus… beziehungsweise die daraus entstanden Folgen, machen uns gewissermaßen sprachlos…",web1,"[4, 9]"
318eb747-2b35-4bbb-b884-618b36d041a6,"Verwenden Sie ein aktuelles Sicherheitsprogramm mit regelmäßigen automatischen Updates gegen Spyware, Viren und Trojaner bzw. aktivieren Sie eine Personal Firewall zum Schutz Ihres Computersystems und Android-Smartphones.",web1,"[102, 107]"
3d3c5fde-d612-48b6-8369-3523195167f2,"Ehrlich gesagt ist das auch kein so tolles Gefühl, dass man Menschen mit dem Virus angesteckt haben könnte.",web1,"[77, 82]"
65df2dd1-7fd6-4360-a900-59c7062769b1,"Zu den Methoden einer komplementären Krebstherapie gehören u.a. IPTLD, Thymus-Injektionen, Ganzkörperhyperthermie, aktive Fiebertherapie, Misteltherapie, Vitamin C-Hochdosis-Therapie, Virotherapie mit onkolytischen Viren (z.B. Rigvir®), dendritische Zellen, PDT (photodymische Therapie).",web1,"[215, 220]"
48531b20-bb18-4950-abaa-dfc7b8f365b5,Ist das Virus 3 Tage früher einfach noch in Frankreich oder Italien?,web1,"[8, 13]"
159e3ebe-bafd-44e4-a88b-39cc62452092,"Diese Power benötigen Sie auch im Home Office, gerade zu Zeiten des Corona Virus.",web1,"[75, 80]"
40043eaa-ba0e-4de1-9010-18726a817146,"Monolaurin gegen Streptococcen, Staphylococcen und fettumhüllte Viren Was ist FRA C 12?",web1,"[64, 69]"
c66103ee-4531-4ebb-a813-06b354cbbe97,"Es wurde in der letzten Woche in einem Altenheim in Bramsche der massive Ausbruch von Corona bekannt, in dessen Verlauf bislang sechs positiv auf den Covid-19 Virus getestete Bewohner des Heimes verstorben sind.",web1,"[159, 164]"
6475e1c4-d4a4-4dce-bc33-1694ee18be9a,Cookies richten auf Ihrem Rechner keinen Schaden an und enthalten keine Viren.,web1,"[72, 77]"
7df2cccb-afff-47b2-a9f9-21126ba22df3,"Andererseits geht man davon aus, dass die Vögel zunehmend individuell erworbene Resistenzen gegen dieses neue Virus entwickeln, so dass sich das Virus vermutlich räumlich weiter ausbreiten, aber nicht mehr zu so offensichtlichen Massensterben wie im Jahr 2011 führen wird.",web1,"[110, 115]"
162174a9-708b-464f-b5d3-d18bff3cd965,"Zu stark hat dieses Virus unsere sozialen Kontakte, das tägliche Leben, unser Berufsleben aber auch die Wirtschaft beeinflusst.",web1,"[20, 25]"
193dada8-e02a-4785-ad22-9e2f5ea7681e,Cookies richten auf Ihrem Rechner keinen Schaden an und enthalten keine Viren.,web1,"[72, 77]"
7556cb55-e82e-4950-9552-97da1bbab42a,Die eigene Hygiene ist der beste Schutz vor Infektionen mit Bakterien und Viren.,web1,"[74, 79]"
f1d2ad55-9eb4-4fd7-8558-f8ad38c82189,"Ein Virus ist zudem nicht eigenständig lebensfähig und kann sich nicht selbst vermehren, da es keinen eigenen Stoffwechsel hat.",web1,"[4, 9]"
332ea9be-8f3c-4a69-9fc0-00e0d59252db,"Auf allem, was du mit den Händen berührst, während du krank bist, können nämlich Viren lauern, wenn du dir vorher an Mund oder Nase gefasst hast.",web1,"[81, 86]"
43818668-2345-45f4-b13f-453a26f824e5,Insbesondere enthalten sie keine Viren oder sonstige Schadsoftware.,web1,"[33, 38]"
f75b7e42-b2c3-4c57-9c7d-97bd5cf2bdfc,"Die Zahlen im Fernsehen bringen das ja auch so rüber, dass es halt ein krasses Virus ist, was alle tötet.",web1,"[79, 84]"
fd51b4fc-83c8-41cd-9d16-96f0d76770f6,"Nach einem anstrengenden Tag allein mit den Kindern und noch geplagt eines Virus Infekt es, liest es sich sehr angenehm und ich habe Lust, mir diese Fläschchen mal wieder zu wünschen!",web1,"[75, 80]"
bb12b4c8-c65c-4c7f-8545-1b5ec516d799,"„wir“ halten uns an die vorschläge, an die regeln, wir sorgen dafür, dass sich das virus nicht so schnell ausbreitet.",web1,"[83, 88]"
541268e7-b5a2-4a3e-8d45-111f47605e4a,[...] 10 Sicherheit Sonstiges System Windows 10X System Windows 8 System Sonstiges Windows 7 System Sonstiges Windows Allgemein System Sonstiges Office Word Tipps & Tricks Excel Tipps & Tricks Outlook Powerpoint Access Software System & Sicherheit System Wiederherstellung Synchronisation Internet & E-Mail Browser Messenger E-Mail Client Audio & Video 3D Audio Sonstiges Computervirus OCR Hardware Komponenten Arbeitsspeicher Grafikkarte SSD Festplatten Mainboard Prozessor Peripherie 3D Drucker Cloud Laserdrucker Netzwerke Router Tintenstrahldrucker USB Voice over IP Sonstiges Lexikon Lexikon Buchstabe: V Variable Datenrate VDSL (Very high bit rate Digital Subscriber Line) Verknüpfung Verschlüsselung Video-RAM (VRAM) Virtualisierung Virtuelles Laufwerk Virus Virus Hoax Vista VoIP (Voice over IP) VPN (Virtual Private Network) [...],web1,"[760, 765]"
ca903f9a-7e54-47b7-a5f8-68292430a33a,"Schliesslich wird das Virus ausbrechen und beginnen, Chaos bei den ahnungslosen Massen anzurichten.",web1,"[22, 27]"
b27972f9-f1b4-4960-93a2-db40d49ad7c6,"Die schnelle Kenntnis von Infektionswegen verhindert die rasante, flächendeckende Ausbreitung des Virus.",web1,"[98, 103]"
a3294db5-3c10-4911-bd99-276f15f95665,"Wenn eine infizierte Person die von kleinsten Wassertröpfchen umgebenen Viren ausatmet, kann ein Mensch in seiner Nähe die Viren einatmen.",web1,"[72, 77]"
e89823ff-e9e1-4e94-8ed6-72841551484c,"Auch hier wissen wir mittlerweile, dass das Virus bei den allermeisten Menschen keine gravierenden Auswirkungen hat, sondern nur für sowieso schon gesundheitlich anfällige Leute gefährlich ist.",web1,"[44, 49]"
f9b85fc9-f5e4-4eeb-83c8-de6ee685fa66,Droht also durch ein Virus das finale Armageddon im Nahen Osten?,web1,"[21, 26]"
b3cd87a1-fb79-4749-b984-6cbbba9b566b,"Die chinesische Wirtschaft wird im ersten Quartal voraussichtlich deutlich schrumpfen und im besten Fall wird es in der zweiten Jahreshälfte eine Aufholjagd geben, wenn das Virus eingedämmt werden kann.",web1,"[173, 178]"
ca9c7593-4492-478d-943a-a32e4a2c184c,"So wie es vor Christi und nach Christi gibt, wird es auch vor Virus und nach Virus geben.",web1,"[62, 67]"
13b866d3-1787-40ef-903a-464531a56d91,"Die Moleküle des Virus bleiben stabil wenn es kalt, feucht und dunkel ist.",web1,"[17, 22]"
26c3674b-bc51-465c-a2a0-b2e484f65ab4,Cookies richten auf Ihrem Rechner keinen Schaden an und enthalten keine Viren.,web1,"[72, 77]"
1550c21b-fcf5-438c-8a64-72468e037fb9,"Ein neues Erfurter Forschungsprojekt soll aufdecken, welche Folgen das Virus für die Kirche hat.",web1,"[71, 76]"
1669445e-4c96-4e38-9531-b7e20d6b4743,a resurrection out of the dark times of the virus and the disease and the shut down and the social distancing,web1,"[44, 49]"
d4138d06-bcf0-46e3-a62d-3e204ef7f3d3,"Cookies können nicht verwendet werden, um Programme zu starten oder Viren auf einen Computer zu übertragen.",web1,"[68, 73]"
a11ffb13-c550-4606-893f-8b9945765bca,"Der Grund, warum diese Gruppe von Viren Coronaviren genannt wird, liegt in Ihrem auftreten, verursacht durch glycopreteinmi (Proteine mit Saccharid), die eine fertige Form haben (Sie werden Dornen genannt).",web1,"[34, 39]"
3ac55fa3-116f-4210-ab42-aca3ce6d3b98,"Mit Hilfe des Test expert plus findet man Hinweise auf akute und chronische Entzündungsherde, Organbelastungen oder Störfelder im Zahnbereich, erkennt Organzusammenhänge und analysiert die Wirkung von Viren, Bakterien oder Umweltgiften.",web1,"[201, 206]"
0180742c-3205-49f1-a043-5dad9f6dfe2b,"Es könnte daher eine ziemlich große Dunkelziffer im Land geben von Leuten, die womöglich das Virus schon mit sich herumschleppen, davon aber noch keine Ahnung haben.",web1,"[93, 98]"
8cdc3db6-9089-4a9d-afd5-554b17f15bb9,"Die verdickte Haut der Warze sowie der verursachende Virus werden entfernt, neue gesunde Haut kann nachwachsen.",web1,"[53, 58]"
2365fffc-8b72-4f40-91e6-563a34b80545,"Europa wurde der Krieg erklärt, wir kämpfen derweil gegen Viren.",web1,"[58, 63]"
c2b883d6-2e9c-4255-adc6-c780f29453b9,"Eine integrierte keimtötende UV-Bestrahlung vor dem HEPA-Filter (high efficiency particulate air) sorgt dafür, dass Bakterien, Viren und andere Mikroorganismen nicht überleben.",web1,"[127, 132]"
19432041-692f-4464-be99-4bdf64dd3079,Dabei greifen freie Radikale zum Beispiel Bakterien und Viren an und zerstören die Krankheitserreger.,web1,"[56, 61]"
531197e6-069a-48d8-b355-a6a889e062af,"Carvacrol wirkt gegen verschiedene schädliche Mikroorganismen und damit gegen Bakterien, Pilze und Viren (Corona) gleichermaßen.",web1,"[99, 104]"
57a6d718-b9b3-4070-bc79-4956724b0c6f,"""Ein Virus durch Meditation zum verschwinden bringen? """,web1,"[5, 10]"
889aaccc-22bc-4513-aeec-938658e80165,"Aber dieser Satz hat den Zweck die Tatsache zu verdrängen, dass die Ursache für die weltweite und vor allem schnelle Verbreitung der Infektionen durch das Virus, die Zustände sind, die durch vor allem westliche Gesellschaftsordnungen mit ihrer Globalisierung (Globalisierungswahn) zustande gekommen sind.",web1,"[155, 160]"
7037b17b-4165-4594-b34c-189621340e87,"Bakterien, die z.B. Durchfallerkrankungen, obere Atemwegsinfektionen, Influenza (A2, H1N1, H5N1), Viren, Bakterien und Keime. oder Herpes verursachen können werden effektiv entfernt.",web1,"[98, 103]"
ffa54f01-df98-458d-ac60-7c5d7f4a6b4e,Grund sind die Massnahmen zur Bekämpfung des Corona Virus.,web1,"[52, 57]"
b193c209-9781-42fc-88c0-6048171b45b7,"Ist ein Arbeitnehmer am Corona Virus erkrankt, wird man eine Mitteilungspflicht bejahen müssen.",web1,"[31, 36]"
062daed4-abc4-41ff-9087-07724342e745,"Ich bin der Virus, der wie alle Viren euch erzieht.",web1,"[12, 17]"
28fa9994-22cb-4109-8ab9-14e5a92c840b,Viren sind keine Lebewesen und werden von lebenden Körperzellen mittels enzymatischer Reproduktion hergestellt und sind dem Infektor gleich.,web1,"[0, 5]"
a6c4cf24-66e9-4c98-803b-0bd8810aa26f,"Das Immunsystem dient dazu, Krankheitserreger wie Bakterien, Viren, Pilze, Parasiten oder andere körperfremde Stoffe abzuwehren wie auch körpereigene Vorgänge zu überwachen.",web1,"[61, 66]"
9646f8bc-122b-4e2d-9c4c-20643d90b2d2,Einige Unternehmen dürften also anfälliger sein und damit stärker vom Virus getroffen werden als andere.,web1,"[70, 75]"
ff1b533c-e7ce-4492-84fa-ee7c7d0a8d82,"Viren gelten nicht als Lebewesen, stehen aber in ihrer Daseinsform zwischen belebter und unbelebter Materie.",web1,"[0, 5]"
8162a56f-039d-4e23-81f6-cb6f9bd65fe8,"Man erinnert sich zwar, dass da irgendetwas mit Viren, Bakterien und Antibiotika war, aber nicht mehr, wie das alles genau zusammenhängt.",web1,"[48, 53]"
0bb498c6-55eb-4599-8089-827bdb0c2751,"Ein Hoch dem Immunsystem Tipps & Tricks für unsere Abwehrkräfte In den letzten Wochen und Monaten wurde so viel von Viren, Krankheit und Ansteckungsgefahr gesprochen, dass alleine dadurch zu befürchten ist, dass unser Immunsystem ganz schön in Mitleidenschaft gezogen wurde.",web1,"[116, 121]"
f9f263a5-b332-4dde-95ff-36e7e4c14d8b,"Das Virus Modellbau und Modellflug bewirkt bei den Infizierten, immer neue Ideen zu verwirklichen.",web1,"[4, 9]"
9821520c-9ec6-460f-a195-6ca0c3d4b591,"Es haftet sich an die Zellen der Augen-, Nasen- oder Mundschleimhäute; die befallenen menschlichen Zellen nehmen den genetischen Code des Virus auf, vermehren ihn und die zelleigene biochemische Maschinerie baut dann das fertige Virus zusammen.",web1,"[138, 143]"
3e975d27-37e5-447b-b4cb-c9c144b31876,In Deutschland sind seit dem Ausbruch des Virus in China bis zum heutigen Tage verstorben:,web1,"[42, 47]"
641f854f-7e81-49b1-95a6-788ef654d811,Simian Virus (SIV),web1,"[7, 12]"
5eb8dd61-d733-4d36-937f-3255c2ef8347,Griechenland hat bisher 2.235 COVID-19-Fälle registriert – 113 Menschen fielen dem Virus zum Opfer.,web1,"[83, 88]"
27f40db2-2469-4575-9f4c-1a81dfc4da0e,"«Dies alles führt dazu, dass solche Inhalte im Netz zunehmen, nach ihrer Löschung wieder auftauchen und sich von Plattform zu Plattform weiter verbreiten wie ein Virus», sagte King.",web1,"[162, 167]"
bedc06e4-11e7-483b-9a0e-c185c432038a,"Der häufigste Weg, sich mit einem Virus zu infizieren, ist die Tröpfcheninfektion, d.h. die Übertragung von Bakterien und Viren aus den Atemwegen.",web1,"[34, 39]"
4ea438e7-bafc-4034-989b-c2b77b897934,"Cookies können nicht verwendet werden, um Programme zu starten oder Viren auf einen Computer zu übertragen.",web1,"[68, 73]"
6a05a2a8-5218-4ead-a005-73c47d8ab71c,"Es ist hauptsächlich so, dass diese Masken zum Fremdschutz geeignet sind, d.h. wenn man selbst unbemerkt infiziert wäre, würde man die Viren nicht weiterverbreiten, wenn man selbst eine Maske trägt.",web1,"[135, 140]"
766f4773-ec89-470e-ade9-166457a9ee1f,"Cookies können nicht verwendet werden, um Programme zu starten oder Viren auf einen Computer zu übertragen.",web1,"[68, 73]"
8b9e4e3d-b944-4afd-be2e-425aca0f20c4,"Der Corona-Virus wird auch als SARS-CoV-2 oder COVID-19 bezeichnet und überrollt die Welt in Wellen, wobei immer neue Varianten des Virus auftauchen...",web1,"[11, 16]"
94c56647-8f49-4dbd-91cf-3a701d53bd3c,"Wenn die Isolierung des Krankheitserregers – ob nun Virus, Bakterium, Protozoe oder Pilz – und die Anzucht im Labor gelingt, dazu auch noch die Koch’schen Postulate erfüllt werden, muss man den PCR-Test als zusätzliches Detektions-Instrument vielleicht nicht rundweg ablehnen.",web1,"[52, 57]"
72cae9de-fa99-44f9-abae-2e4e69b63b74,"Eingriffe in ihren Lebensraum, das Abholzen von Wäldern, das Fangen und Zusammensperren lebender Tiere in kleinen Käfigen auf Märkten, all das verursache Stress und begünstige den Übergang der Viren von einer Spezies zur anderen und schließlich zum Menschen.",web1,"[193, 198]"
68c0a5ef-79aa-4c0e-9595-6f1548d60755,"Es verhindert Gewebeschädigungen durch Krankheitserreger und eliminiert in den Körper eingedrungene Mikroorganismen, fremde Substanzen bzw. körpereigene, erkrankte Zellen und bietet somit einen Schutz gegen von Bakterien, Viren, Pilzen oder Parasiten verursachte Krankheiten.",web1,"[222, 227]"
45e1c6d9-f5d8-4308-ad08-93d8244e88a5,"Habe selbst vor einer Ansteckung keine Angst – mein Immunsystem ist gerade sehr fit – aber ich habe (wenn auch verspätet) verstanden, das auch Menschen, die nichts zu fürchten haben, zur massiv zur Verbreitung des Virus beitragen und damit Todesfälle verursachen können.",web1,"[214, 219]"
88826c7d-25e0-497a-90c9-ebf5bdc2c167,Cookies richten auf Ihrem Rechner keinen Schaden an und enthalten auch keine Viren.,web1,"[77, 82]"
97cd1bf6-64c7-4031-959d-b5749e52de3a,Meldung zum Corona Virus: Ab 10.05.2020 finden wieder Gottesdienste statt.,web1,"[19, 24]"
003926ab-9f8b-4f6d-b5ac-7d5b2354fd6f,"In einer Welt, in der ein tödlicher Virus fast die gesamte Bevölkerung ausgelöscht hat, muss Scott Miller tagtäglich ums Überleben kämpfen.",web1,"[36, 41]"
e6508eac-0924-4b52-9ab3-3726a2ffa113,"„Schließlich wird vermutet, dass es bei einer Doppelinfektion zu einer Rekombination gekommen ist und das Virus SARS-CoV-2 eine neue Chimäre ist, die aus einem Virus, das dem aus Fledermäusen isolierten Virus ähnelt, und einem Virus, das dem aus Schuppentieren isolierten Virus ähnelt, entstand.“",web1,"[106, 111]"
26476ceb-3250-4d53-bd01-6b5edbd1ec4a,"Starker Selektionsdruck begünstigt solche Veränderungen, mit denen Viren auf direkte Angriffe reagieren.",web1,"[67, 72]"
4e58de21-1c93-4680-92e0-a3a296311e19,In Brandenburg ist nach Angaben der Landesregierung der bundesweit erste bestätigte Fall von Vogelgrippe mit dem Virus H5N8 in dieser Saison aufgetreten.,web1,"[113, 118]"
bc01e8c7-68a1-406a-b3ed-a5f79ce0beea,"Wir bleiben wach- und achtsam, damit das Virus gegen uns keine Chance hat.",web1,"[41, 46]"
8e22efde-49f8-40d3-916c-dd3788409c17,"Was uns in Zusammenhang mit der pandemischen Ausbreitung des Virus überkommt, bedroht uns dabei als Individuen in unserer Leiblichkeit genauso, wie die Menschheit als Gesamtes, insbesondere auch in ihrer globalen Vernetzung: schwer, sich die Pandemie nicht als unmittelbare Folge der Globalisierung vorzustellen.",web1,"[61, 66]"
de047777-20db-4497-9623-4f79277d42c9,Bestandteile der ätherischen Öle werden wahrscheinlich in die virale Matrix eingebaut und führen zur Inaktivierung des Virus.,web1,"[119, 124]"
