,text,label,span
dcf82182-029f-4acd-920d-f7a4cfec021f,"Und so nett es ist, dass jetzt für die Nacht drei Hotels für Obdachlose angemietet werden– eine Lösung für den Tag und für alle andern, die in der üblichen Notunterkunft schlafen müssen, ist es nicht.",corona,"[170, 178]"
d5c6eba9-4d2e-41ad-8a50-831195bc4cf3,"Damit Menschen jetzt nicht auf der Straße schlafen, sammeln Hamburger Geld für Hotels.",corona,"[42, 50]"
e3cbae27-5d22-4b19-ae01-23bf79ec0b49,Nur schlafen können sie dort eben nicht.,corona,"[4, 12]"
2ceb99d5-662b-45b2-a9ad-e4da4bb6f8f9,"Normalerweise stehen im ersten Stock des Gemeindehauses 11 Betten in 3 Zimmern, jetzt können dort nur fünf Männer schlafen.",corona,"[114, 122]"
64edd972-4e18-4ec6-8c5c-65cd70c54a9f,„Und die Gäste schlafen darin lieber als im Haus.“,corona,"[15, 23]"
88546dbe-1d46-4513-b7f1-e489310c9af1,"Ich dachte: eine kleine Grippe. Habe mir eine Suppe mit Getreide gekocht, um wieder zu Kräften zu kommen. Habe viel geschlafen.",corona,"[118, 126]"
e34e9643-044f-4f2b-8157-14af7293bb25,"Udo Witschas (CDU), Vizelandrat im Landkreis Bautzen, sieht man an, dass er seither nicht viel schläft.",corona,"[95, 102]"
75608fe6-2379-4b32-bf7e-2a4327327f1b,"Er könne kaum schlafen, sei angespannt, sagt er.",corona,"[14, 22]"
d68451b3-40c3-4609-adc0-c9323e83e20a,Ich schlief also ratlos ein und am nächsten Morgen fiel es mir ein:,corona,"[4, 11]"
a5a184d5-2f73-41c8-b844-4cab4ba85d80,"Nach noch einmal schlafen meldet sie die vierte Risikobegegnung, wieder mit dem Datum des Teststags.",corona,"[17, 25]"
0f68ad61-ee39-473b-859e-f32ea6bc0b82,Die positiv getesteten Personen hatten ihre tägliche Schrittzahl im Durchschnitt um 3.533 vermindert und nachts 57 Minuten länger geschlafen.,corona,"[132, 140]"
81a710ca-a4ef-4bc3-9889-bf6024e18ed3,"Lebt der Erfinder noch, oder schläft er schon?",corona,"[29, 36]"
82839755-debf-40a7-8e83-3d0c96ada82a,Die Menschen konnten so eher ihrem genetischen Bedürfnis entsprechend schlafen.,corona,"[70, 78]"
107569ac-94da-44a0-8f71-1640f3d09d7f,"Fühle ich mich fitter oder müder, wenn ich eine Stunde länger als sonst schlafe?",corona,"[72, 79]"
98644423-c4ca-44f7-a5dc-963406b42440,"Aber da hat wohl die Polizei (Anschlag Breitscheidplatz) geschlafen, wenn nicht bewußt den Terroristen das Spielfeld überlassen!",corona,"[59, 67]"
f9442d33-426f-4980-8d32-88c7c6e5b0ca,In Belgien schläft das Parlament übrigens nicht.,corona,"[11, 18]"
3e16ac90-f1e3-4081-9d12-cc7c39732fa4,In Belgien schläft das Parlament übrigens nicht.,corona,"[11, 18]"
85fc9d88-5c1f-4f49-aec2-e186acb53ba0,Nur der investigative Journalist schläft den Schlaf des ahnungslosen ungebildeten Auftragsschreibers.,corona,"[33, 40]"
23bf5f23-13f6-484b-b870-8dc51e6efd76,„Wir schlafen auf dem Boden.“,corona,"[5, 13]"
6a0127bb-2f6d-472b-8b76-0c2d35ebe2a8,"Doch schlafen mussten sie auf dem Boden, auf einer dünne Isomatte oder Decke.",corona,"[5, 13]"
f79b6cb2-844f-4bb1-9059-ff42638bf3f8,"„Die Menschen sind in schmutzigen Containern eingesperrt, die meisten müssen auf dem Boden schlafen, in dem oft Löcher klaffen“",corona,"[91, 99]"
01f1cbad-3fa7-47ca-adbb-63bd4e625049,"„Die Menschen sind in schmutzigen Containern eingesperrt, die meisten müssen auf dem Boden schlafen, in dem oft Löcher klaffen“, schreibt die NGO.",corona,"[91, 99]"
060b81c1-4f55-4324-a128-62f795678156,"Man wacht morgens wie gerädert auf, als habe man nicht geschlafen.“",corona,"[57, 65]"
a284801f-f2df-4a90-952a-e32b168bcf2d,"Und von Samstag auf Sonntag – das ist, nur, damit hinterher niemand nichts gewusst hat: von morgen auf übermorgen! – darf man dann auch ganz ohne schlechte Nachrede ein bisschen länger schlafen, die Uhr wird dann nämlich zurückgedreht.",corona,"[185, 193]"
b122b233-8813-418e-a07e-c66d992020ec,"Leider nicht weit genug, um dasIschgler Aprés-Ski-Debakelder vergangenen Saison noch zu verhindern, aber doch wenigsten um eine volle Stunde, die man, anstatt zu schlafen, auch gut dazu nutzen könnte, um das neue profil zu lesen.",corona,"[162, 170]"
b8085f09-76d4-4dd1-8b40-2d5d2e75e9ab,Hat dieBundesregierungauch an dieser Stelle geschlafen?,corona,"[46, 54]"
e6b1620a-fdd1-4f4e-a41b-972a1675d975,"„Die großartige 'Gleichheit vor dem Gesetz' verbietet den Reichen wie den Armen, unter Brücken zu schlafen, auf den Straßen zu betteln oder Brot zu stehlen.“",corona,"[98, 106]"
7b38cd9d-c55f-4e11-abdf-2ddd989037e4,Gefühlt hat sie seitdem nur zwei Stunden am Stück geschlafen.,corona,"[52, 60]"
baf22028-5df4-4c72-aa84-026a016847d6,Schlafen kann ich immer.,corona,"[0, 8]"
f5b11163-d6fa-4ea4-8b19-a7092f3c7bc6,"Wenn man die Leute mal in ihrem langem Arbeitsleben groessenteils so schlafen lassen wuerde wie sie wollen, also ""AUFWACHEN"" aus freien Stuecken, da koenntest du schon mal ein paar billionen Euronen an Medikamenten sparen.",corona,"[69, 77]"
4aa406e5-93ad-417f-8446-a850dbfa5891,"„Wenn man die Leute mal in ihrem langem Arbeitsleben groessenteils so schlafen lassen wuerde wie sie wollen, also ""AUFWACHEN"" aus freien Stuecken, da koenntest du schon mal ein paar billionen Euronen an Medikamenten sparen.“",corona,"[70, 78]"
4d91aee0-76ce-48c8-9b36-ed56a18b1522,"Die Angst noch einmal keine Luft zu bekommen sei jeden Tag da, schlafen würde sie nur noch im Sitzen.",corona,"[63, 71]"
30e6200d-d855-4c25-8f79-740bd40c63f3,Da hat der Senat geschlafen.,corona,"[19, 27]"
7b3ae427-1b29-4a20-83c5-5d79cddfab14,"""Die Hochzeits- oder Geburtstagsgesellschaft schläft bereits im Haus, und wenn sie aufwachen, dann müssen am Morgen des Festtages aus der geladenen Gästeschar fünf erwählt werden.",corona,"[45, 52]"
70cba438-cb52-4edb-b9fb-5e9655bcf3c5,"Arbeiter, die tagelang malochen und auf dem nackten Betonfußboden ihrer Fabrik schlafen mussten, damit der Laden nicht komplett zusammenbricht, werden nicht dekoriert.",corona,"[79, 87]"
c1b90261-0cb9-4b9c-9318-cf9d678a12da,"Es mag kein Skandal erster Ordnung sein, dass Berliner, Duisburger, Frankfurter und mittlerweile auch Münchner nun nicht mehr in deutschen Hotels übernachten dürfen; dass Berliner nicht in Potsdam schlafen, aber ruhigen Gewissens in die Toskana fliegen dürfen.",corona,"[197, 205]"
f2323e35-a26d-4126-8491-89cb5800c22d,"Auch die Kältehilfe schien lange bedroht, können doch Menschen aufgrund der Abstandsregeln nicht wie in den vergangenen Jahren Matratze an Matratze schlafen…",corona,"[148, 156]"
0d82a99a-0937-4c75-942c-9a3af133cfba,"Denn ob jemand wach wird und wenn ja, ob er seinen Hintern dann auch aus dem Bett hievt, hängt nicht davon ab, wie lange er geschlafen hat. (Wer nicht genug schläft, schafft es manchmal auch nicht aufzustehen.)",corona,"[126, 134]"
45d8be97-f788-4b42-bc06-2d674adb89fb,"Denn ob jemand wach wird und wenn ja, ob er seinen Hintern dann auch aus dem Bett hievt, hängt nicht davon ab, wie lange er geschlafen hat. (Wer nicht genug schläft, schafft es manchmal auch nicht aufzustehen.)",corona,"[126, 134]"
87383476-cd79-4b37-a0a1-06171f589e12,"So ist das, wenn man lange schläft.",corona,"[27, 34]"
4a4c006f-eb26-4136-8a75-207ef273c4ee,"Doch immerhin wohnen sie mit Stephan L. zusammen, Anne L. schläft mit ihm im Ehebett.",corona,"[58, 65]"
987277e4-d56a-48ba-9fbb-d402e20a9ad9,Um 20.15 Uhr lief der deutsche Comedypreis und um 20.30 Uhr schlief ich ein.,corona,"[60, 67]"
5e35fc81-580b-4bec-90b4-7b01d13d5694,schläft nicht.,corona,"[0, 7]"
11cb5372-8dcc-4674-bbbf-b5c94c58fb9c,"Arbeiten, Bad putzen, einkaufen, kochen (frisch und gesund), Wäsche waschen, Haare auch, Sport, Freund:innen, Ehrenamt, schlafen.",corona,"[120, 128]"
e9544910-847f-4a4d-8bde-f1e511101701,"So fanden US-amerikanische Forscher heraus, dass Menschen, die rund acht Stunden pro Nacht schlafen, mehr als zweimal pro Woche Sport treiben und seltener als einmal am Tag Alkohol trinken, weniger anfällig für Erkältungsviren* sind.Auch Stress sollte man tunlichst meiden, wenn man nicht krank werden will.",corona,"[91, 99]"
a1a69da3-f026-47cb-ad71-0d6aa4b25d55,"Heute hingegen kann man auf entsprechenden Portalen in Sekunden erfahren, dass der durchschnittliche deutsche Bürger 8,29 Stunden am Tag schläft, mit 29,6 Jahren das erste seiner 1,6 Kinder zeugt und sein Haushaltseinkommen bei 3461 Euro liegt.",corona,"[137, 144]"
839ecba0-a69f-4e8e-9115-98fc5be17bc1,"Ein Großteil des Risikos einer Totgeburt kann abgewendet werden, wenn Frauen ab der 28. Schwangerschaftswoche auf der Seite schlafen, mit dem Rauchen aufhören und ihre Hebamme oder ihren Arzt benachrichtigen, wenn sich ihr Baby weniger bewegt.",corona,"[124, 132]"
faefffb2-1e17-48bf-b876-567b63022fec,Andererseits schlief mehr als die Hälfte insgesamt länger.,corona,"[13, 20]"
fa5992dc-4daf-4a69-b72e-32f5e0096d49,Vor lauter Husten kann ich die ganze Nacht nicht schlafen.,corona,"[49, 57]"
30d03217-1e6a-4905-9c5b-05cdb90789f7,"„Wenn Sie ihn sofort abholen, kann ich noch ein bisschen schlafen“, sage ich der Schwester.",corona,"[57, 65]"
c1f3d020-dd1e-4214-a5ae-e0613ed9e9c2,"„Na, Osman, was habe ich dir gesagt?“, grinst Eminanim und schläft die ganze Nacht durch, während ich dank der Hustenmaschinerie von unten erneut keine Sekunde Schlaf bekomme.",corona,"[59, 66]"
79033f83-0bee-4cb9-b98e-192413208bc1,"Wenn du dann schaust was um ich herum in der Gesellschaft geschieht, wenn du nicht schlafen kannst vor deiner Frühschicht, weil sich dein Viertel zu einer scheinbaren endlosen Privatfeier aufgemacht hat und der Kerl mit seinem SUV save im Homeoffice sitzt kommen dir schon fragen.",corona,"[83, 91]"
f995c925-649c-4627-9613-0ac4c69d0b78,"Nachts kannst du nicht schlafen und grübelst, warum du mal negativ und mal positiv bist.",corona,"[23, 31]"
83fb5750-aecb-4538-a625-2a5455e9425f,"Eine wütende Stimme aus dem Off meint: «Sie fliesst dorthin, wo wir schlafen.»",corona,"[68, 76]"
fd69af9f-5a21-4276-aa56-ba241b752904,"Mäuse schlafen fünfmal länger als Elefanten, Babys brauchen mehr Schlaf als Erwachsene und bei Delfinen und Zugvögeln schläft abwechselnd immer nur eine Hirnhälfte, während die andere wacht.All jene Phänomene gehören zu den Mysterien, welche die Wissenschaft teilweise immer noch vor Rätsel stellen.",corona,"[6, 14]"
a1e5af95-1162-49ee-9d62-f5feaad5025b,"Mäuse schlafen fünfmal länger als Elefanten, Babys brauchen mehr Schlaf als Erwachsene und bei Delfinen und Zugvögeln schläft abwechselnd immer nur eine Hirnhälfte, während die andere wacht.All jene Phänomene gehören zu den Mysterien, welche die Wissenschaft teilweise immer noch vor Rätsel stellen.",corona,"[6, 14]"
4c6c7990-5bb3-4ba8-b0d5-d7e5d3888c7a,"Wer nicht mehr als diese Stundenzahl schläft, macht etwas grundlegend richtig.",corona,"[37, 44]"
5ebcf97d-a999-4191-afe5-1a2c5a76cb5b,Von Quallen über Vögel bis hin zu Walen schläft jeder.,corona,"[40, 47]"
e22a8e5f-0624-4cf6-8422-383b77af3176,"Während wir schlafen, ruht sich unser Gehirn nicht aus.“",corona,"[12, 20]"
7fa5c6cc-f8fa-423d-b0b3-e3a87b446259,"Das Camp war nach der Zerstörung des Flüchtlingslagers Moria durch ein Feuer eilig errichtet worden, um die rund 12.000 Bewohner aufzunehmen, die nach dem Brand am 8. September auf der Straße oder auf Feldern schlafen musste.",corona,"[209, 217]"
510546aa-c917-4a0f-a64c-bae4f5ff2f62,In dieser Zeit habe ich kaum geschlafen.,corona,"[31, 39]"
bc13c00b-87cc-4b5f-bf1c-934fe14fc788,"""Dann bin ich nach Hause gekommen, meine Frau schlief schon und ich habe mich gefragt:",corona,"[46, 53]"
fdff7165-1fe8-4d47-8de6-a39be3681b6e,Auch die schläft nicht.,corona,"[9, 16]"
9a318e8b-085d-4f94-9d0d-ea7dbd7d4d93,die Kinder in Baden-Württemberg schlafen heute aus.,corona,"[32, 40]"
ce651bb8-2adc-4b7c-bd26-080e2e0a29d1,"Ich schlafe deutlich besser, wissend, dass das Institut hier auf der Insel ist.",corona,"[4, 11]"
cd3bfba6-0bda-4eda-b13c-99ada0f00098,"""Immerhin habe ich eins und muss nicht mit anderen in einem Zelt schlafen"", sagt Sarah, die zu den circa 6,6 Millionen Binnenflüchtlingen in Syrien zählt.",corona,"[65, 73]"
be871ab3-95fb-4453-a962-02acb0c1bc8f,Konnten Sie bei der Hitze auch nicht so gut schlafen?,corona,"[44, 52]"
dbe248d7-4d94-45bd-b548-ae9773632a0a,"""Deutschland hat im Bildungsbereich viel zu lange geschlafen, das rächt sich jetzt"", sagte Ohoven.",corona,"[52, 60]"
15bf5680-b407-4c1d-a284-6f7aae18cf52,"Allerdings schlafen in Moria viele Asylsuchende in Zelten außerhalb des Camps in einem Olivenhain, wo die Beschränkungen kaum durchgesetzt werden können.",corona,"[11, 19]"
b37777d0-32ac-4b71-91bc-2d3475cd54bc,"Allerdings schlafen in Moria viele Asylsuchende in Zelten außerhalb des Camps in einem Olivenhain, wo die Beschränkungen kaum durchgesetzt werden können.",corona,"[11, 19]"
f2b809bf-307d-4af2-bba7-1647b5755d33,"Dazu kommt zusätzlich noch eine komplett ungewisse ökonomische Zukunft, massive Einnahmeverluste, die manche Menschen nachts nicht mehr schlafen lässt.",corona,"[136, 144]"
c29b5e63-04b2-4db7-bbbf-8f12b46f8c85,"Allerdings schlafen in Moria viele Asylsuchende in Zelten außerhalb des Camps in einem Olivenhain, wo die Beschränkungen kaum durchgesetzt werden können.",corona,"[11, 19]"
1ec741c1-6866-4994-a867-c7722a146f29,Gerade schläft er in einem Auto hinter den Dünen.,corona,"[7, 14]"
0d73475c-3642-463f-bc37-2ddc7afcca19,"Dazu kindische „Ferkel-Merkel“-Poster und Slogans wie „Wer in der Coronakrise schläft, wird in einer Diktatur aufwachen“.",corona,"[78, 85]"
1c20ebd3-7202-44cf-8471-21eea83dea22,"Markierungen sind am Strand der Ostseeküste nicht auszumachen, Masken sieht man nur in geschlossenen Räumen, Radio und Fernsehen gibt es in meiner Unterkunft auch nicht, denn ich schlafe in einem Zelt auf einem Baustellengrundstück.",corona,"[179, 186]"
5584756d-fc69-4473-89ba-fde8d65493a7,"Als Anti-Kohlekraft-Demonstranten die Begrüßung mit Trillerpfeifen und Gesängen ""Armin Laschet, schläfst Du noch"" beschallen, ist die Geräuschkulisse später auf dem Twitter-Video der Staatskanzlei, potzblitz, verschwunden.",corona,"[96, 104]"
a26241b8-4d07-4e20-bba9-5bed817abfe9,"Wer hat in Ihren Augen geschlafen?Köller:Sicherlich haben wir in den ländlichen Regionen oftmals überhaupt noch keine Infrastruktur, keine Netzanbindung.",corona,"[25, 33]"
aa0b6c39-2797-4df1-b8e6-1612cbb62373,"„Die Arbeiter können in Einzelzimmern schlafen und bekommen Vollverpflegung, damit sie den Hof nicht verlassen müssen“, sagt er.",corona,"[38, 46]"
b316dfd2-1034-47dd-8637-08dac331dd08,"„Manche sagen, dass sie gerade im Garten oder auf dem Balkon saßen, dass der Fernseher zu laut war oder sie noch geschlafen haben“, berichtet Dobler.",corona,"[115, 123]"
e846a2ee-d13f-4f6b-a938-2e28d58a0083,"@Lowandorder Mein Zelt ist zu groß für den Balkon und wenn ich es wie bei der BW machen wollte, könnte ich auch auf dem Fußboden schlafen.",corona,"[129, 137]"
2712215d-4bc5-4101-8d0d-daa2fac31fd8,Noch zehn Mal schlafen.,corona,"[14, 22]"
c151ae03-0958-43e2-a5ce-22f870e4a34f,"Es bestätigt sich, dass das Virus häufig dort ausbricht, wo Menschen eng nebeneinander arbeiten, sich in Gemeinschaftsunterkünften aufhalten und dort schlafen.",corona,"[150, 158]"
d5bc7b67-b662-45d5-8543-d3f26b895118,"Meine Arbeit lebt davon, dass ich die Jugendlichen am Schultor begrüße und sehe, ob sie gut geschlafen haben, wie es ihnen geht.",corona,"[94, 102]"
efb0f69f-7cde-46b2-95ce-6619841914c6,"Benjamin durfte mehrere Wochen auf einer Matratze im hinteren Teil der Kneipe schlafen, in der sonst die Kicker stehen.",corona,"[78, 86]"
8192d366-7dae-45e2-9094-9a85b24c8499,"In vielen Bereichen wurde kaum gearbeitet, etliche Leute schlafen noch immer, manche Betriebe scheinen gar nicht wieder richtig aufzuwachen, Lehrstellen sollen wohl gar fehlen, wo es bislang doch nur fehlende Auszubildende gab – aber Finanzmittel sind in unbegrenzten Mengen verfügbar.",corona,"[57, 65]"
f6e8a75a-db75-4b75-be41-8e8aa57c48c0,Mit einem der beiden hat Michael Stein sogar in demselben Zimmer geschlafen – keiner der anderen hat sich angesteckt.,corona,"[67, 75]"
f8198b54-71d9-4361-9a85-26c882520734,Kranke schlafen teils auf Kartons im Krankenhaus.,corona,"[7, 15]"
3db3fb74-714c-426c-a603-77c1c65a0cbb,"Ein Video aus einem Krankenhaus in Mumbai zeigte vor kurzem Patienten, die auf Kartons auf dem Boden schlafen mussten.",corona,"[101, 109]"
6ac61161-4ec3-4c59-9c5b-b27917c6431e,"Es ist das erste Mal seit Jahren, dass ich ohne Ohrenstöpsel schlafen kann.",corona,"[61, 69]"
4f590102-edf4-4663-8fc0-eb7915426e3a,"Letzte Nacht hat er in Eisenhüttenstadt geschlafen, am Sonntagmorgen gibt er den Treffpunkt durch, vor dem Friedrich-Wolf-Theater, einem klassizistisch anmutenden großen Bau mit Säulen, wie das ganze Zentrum im gediegenen Stil des Sozialismus der 50er Jahre.",corona,"[42, 50]"
cfeb3ad4-5ee8-492d-b2fa-157e67732d5b,"Am liebsten schläft Gerling in einem Zelt im Wald, manchmal übernachtet er bei Freunden von Freunden, vor allem, wenn er eine Dusche und eine Waschmaschine braucht.",corona,"[12, 19]"
af9ff65c-caf3-4256-b624-ee6388302c60,"Ständig suche ich irgendwas, oft vergesse ich, welchen Wochentag wir gerade haben, ich schlafe nur noch stundenweise und bin dauernd müde.",corona,"[87, 94]"
2ee9b5f5-45d6-4b0d-8ae7-d8af3539dc5f,"Weshalb er seit Monaten nicht mehr in seinem Haus schläft, sondern in einem Campingzelt im Garten:",corona,"[50, 57]"
f35e4cd4-21c7-4dea-8400-1cb420458f54,"Ich habe seit drei Tagen nicht geschlafen, jetzt warte ich nur noch auf den Schlag.“",corona,"[33, 41]"
a76e7ae3-7d4e-43da-8692-158de1a84688,"In Sammelunterkünften für Geflüchtete etwa, in denen die Menschen in Mehrbettzimmern schlafen, sich Sanitär- und Gemeinschaftsräume teilen.",corona,"[85, 93]"
c9537bf2-f12b-4e94-bdf7-40f7f0b40511,"Ich habe viel geschlafen, gekocht, ich habe gelesen, Sport gemacht, Serien geguckt, ich war draußen – auch einfach mal, ohne dabei zu einem Termin unterwegs zu sein.",corona,"[16, 24]"
189f1d10-4d9d-4064-9b40-6eb56e3accd4,"Zum anderen meldeten sich Menschen, die noch nicht krank sind, aber merken, dass etwas anders ist, die etwa schlecht schlafen.",corona,"[117, 125]"
1887b157-e4b1-46c7-89b3-d2854420575d,"Fast jeder zweite schlief schlechter oder war reizbarer, und fast jeder Dritte erlebte sich als aggressiver.",corona,"[18, 25]"
a51a2bc8-9d5a-4186-94aa-e237197d0ee8,"Einige führen eingeübte Kunststücke vor, andere schlafen einfach nur auf der Couch.",corona,"[48, 56]"
35a2c375-88c5-47b2-9bbe-976545b8ccfc,"Sie geht abends um halb neun ins Bett, schaut ein bisschen fern, schläft ein.",corona,"[65, 72]"
124161b2-e3bd-46df-9f0b-0e52bad41aeb,"Viermal schläft Hilde Bernsdorf hier, vier Tage und Nächte zum Ankommen, da ordnen die Ministerpräsidenten der Länder ein Besuchsverbot in Pflegeheimen an.",corona,"[8, 15]"
0ef8cacb-d76e-402c-b9cd-442045acb3f5,"""Ich schlafe gerade nicht gut.""",corona,"[5, 12]"
6de85cfb-11d8-4b53-a793-0ad8f3e7169b,"""Ich habe auf der Straße geschlafen und gehungert.""",corona,"[27, 35]"
56f0c4be-89ee-468f-8899-aff105638b59,An den Grenzübergängen schlafen viele nun im Freien.,corona,"[23, 31]"
cb072da1-72f2-46b9-9eb7-d2950aa75139,"""Es ist besser, als in Kolumbien auf der Straße zu schlafen"", sagt er.",corona,"[51, 59]"
50af5d93-7bc6-42b5-9e92-4ef882883525,"Die Arbeiter mieten sich Betten und schlafen im Schichtbetrieb in den Betten, ich dachte das gabs im Mittelalter oder im Manchesterismus",corona,"[36, 44]"
e9aab768-2b01-4097-94ae-6586739d074b,Auch in meinem Freundeskreis schlafen die meisten viel länger.,corona,"[29, 37]"
ad9da490-644a-4c23-bb9b-fe00bfab4eed,"Tipp 2:Essen und trinken Sie regelmäßig, schlafen Sie mindestens sechs Stunden pro Nacht, bewegen Sie sich!",corona,"[41, 49]"
d2eb610b-d627-4f2d-8fa7-95455ef3c7a1,Laut Umfrage der Techniker-Krankenkasse (TK) im Mai schläft jeder Zehnte derzeit schlechter.,corona,"[52, 59]"
ae65e8ca-15d6-4268-98e1-93a3b4c441c6,"61 Prozent sagten seinerzeit, dass sie gut oder sogar sehr gut schlafen.",corona,"[63, 71]"
a408eaa5-5613-47c0-8558-3f0340175871,Bei Berufstätigen im Schichtdienst oder mit unregelmäßigen Arbeitszeiten schläft sogar jeder Fünfte (21 Prozent) nur maximal fünf Stunden.,corona,"[73, 80]"
48a63865-de86-4b2e-8a87-508e2cd72fa1,Jede:r Zehnte schläft in Corona-Zeiten schlechter,corona,"[14, 21]"
c7327968-4c49-4f99-abca-5d0b95223c1d,Laut Umfrage der Techniker-Krankenkasse (TK) im Mai schläft jede:r Zehnte derzeit schlechter.,corona,"[52, 59]"
5080e0a9-4036-46b2-8898-1a48062371c5,Der CDU-Politiker hat nicht viel geschlafen in den vergangenen Tagen.,corona,"[35, 43]"
a47fb926-e537-4878-85e7-3d7c930d05aa,"Der Rest wird erst abgearbeitet, wenn die Kinder endlich schlafen.",corona,"[57, 65]"
feeb341a-24d6-48ce-9a26-386f80c48dc0,"Man begann, sich tagein tagaus über angemessene Verhaltensweisen zu informieren, verfolgte Statistiken und schlief zur Stimme des Charité-Virologen Christian Drosten ein oder wachte mit ihr auf.",corona,"[107, 114]"
fe37eecd-d035-4086-8ef3-7a4986f1538d,"„Es wäre derzeit nicht okay, nicht zu wissen, mit wem mein Partner sonst noch schläft“, sagt Marlene.",corona,"[78, 85]"
