,text,label,span
8f4ec8a2-6808-4224-ba1f-7fc083e8a6b5,"Geeignet für alle gesunden Hunde, Katzen und Frettchen jeglichen Alters und für viele sensible Tiere nach Rücksprache mit Ihrem Tierheilpraktiker oder Tierarzt.",web1,"[95, 99]"
2a54328f-7f1d-41c6-9268-a4826dbefc9e,"Geeignet für alle gesunden Hunde, Katzen und Frettchen jeglichen Alters und für viele sensible Tiere nach Rücksprache mit Ihrem Tierheilpraktiker oder Tierarzt.",web1,"[95, 99]"
4d4477b7-a86c-4a50-ace8-c41f628d8368,"Der verantwortungsbewusste Tierbesitzer erhält in diesem Buch Tipps und Ratschläge, wie er sein Tier und sich selbst vor korrupten und gewissenlosen Tierärzten schützen kann, die die Gesundheit der ihnen anvertrauten Tiere zugunsten ihrer eigenen Brieftasche in verantwortungsloser Weise aufs Spiel setzen.",web1,"[27, 31]"
246d6012-1333-4953-a73e-75ca2bcbf09d,"Der verantwortungsbewusste Tierbesitzer erhält in diesem Buch Tipps und Ratschläge, wie er sein Tier und sich selbst vor korrupten und gewissenlosen Tierärzten schützen kann, die die Gesundheit der ihnen anvertrauten Tiere zugunsten ihrer eigenen Brieftasche in verantwortungsloser Weise aufs Spiel setzen.",web1,"[27, 31]"
3e5b945a-18f4-4a28-9e89-f61ef6bd1f4d,"Dieses Buch sollte für jeden Tierhalter, dem das Wohl seines Tieres am Herzen liegt, Pflichtlektüre sein!",web1,"[29, 33]"
b31950ab-a1a1-4a02-9962-984108754b79,Bei der Errechnung des Gesamtcalciumbedarfs des Tieres müssen Sie den Phosphorgehalt aller Futterzutaten einbeziehen.,web1,"[48, 52]"
1087eabb-4537-4d4b-b062-3bf99c0cc1cd,#NAME?,web1,"[14, 18]"
6d8eb1cd-49d8-4f19-a655-7cf7822f1a1d,"unterstützend bei aktiven Tieren (Agility, Rennen, Sport)",web1,"[26, 30]"
c0a3813d-e8d8-4f52-a283-285d7ff81863,Pansen hat einen geringeren Proteingehalt als Muskelfleisch und eignet sich dadurch auch für ältere gesunde Tiere.,web1,"[108, 112]"
b55a0cdc-e74d-4e97-937e-9b8090438caf,Pansen hat einen geringeren Proteingehalt als Muskelfleisch und eignet sich dadurch auch für ältere gesunde Tiere.,web1,"[108, 112]"
de192e56-65a5-44ed-a6b2-3f5b7c474ec1,Pflegemittel für Tiere,web1,"[17, 21]"
e3d20738-9605-4ac7-ae46-d6691a524a63,"Nicht zuletzt ist die Magensäure des Hundes sehr stark und kann problemlos alles verdauen, was ein Hund in freier Wildbahn fressen würde, z.B. bei einem erbeuteten Tier auch die Knochen, das Fell und den Knorpel.",web1,"[164, 168]"
f48aeed1-0dbb-4448-82ff-68d1197053ee,"Die auslaufenden Fleischsäfte enthalten zahlreiche Vitalstoffe, daher empfehlen wir Ihnen diese mit an Ihr Tier zu verfüttern.",web1,"[107, 111]"
3a4312e5-8c04-42fd-aa79-b29c83161d5a,"Um seltener einen Grund für chemische Wurmkuren (Arzneimittel) zu haben, sollte daher der Darm des Tieres mit entsprechenden Kräutern, die in Wurm-o-Vet forte enthalten sind, unterstützt werden.",web1,"[99, 103]"
cbf83a1d-ebfe-4e4c-9400-5ec8a72eb46d,Zudem empfehlen viele Fachleute für Parasitologie den Wurmbesatz des Tieres durch eine regelmäßige Überwachung der Kotproben zu prüfen.,web1,"[69, 73]"
5e18f134-12d1-4876-a10d-aa830673235c,"Um seltener einen Grund für chemische Wurmkuren (Arzneimittel) zu haben, sollte daher der Darm des Tieres mit entsprechenden Kräutern, die in Wurm-o-Vet forte enthalten sind, unterstützt werden.",web1,"[99, 103]"
da505a08-db7a-4fbd-9596-9841996283f2,Zudem empfehlen viele Fachleute für Parasitologie den Wurmbesatz des Tieres durch eine regelmäßige Überwachung der Kotproben zu prüfen.,web1,"[69, 73]"
463048aa-d343-41bd-ac8d-91dbbd73b7f0,"Geeignet für alle gesunden Hunde, Katzen und Frettchen jeglichen Alters und für viele sensible Tiere nach Rücksprache mit Ihrem Tierheilpraktiker oder Tierarzt.",web1,"[95, 99]"
cfd4dbc0-c352-4234-9790-078711e894c0,"Geeignet für alle gesunden Hunde, Katzen und Frettchen jeglichen Alters und für viele sensible Tiere nach Rücksprache mit Ihrem Tierheilpraktiker oder Tierarzt.",web1,"[95, 99]"
2cd4042e-5ab9-4dcb-9e3f-8cc2b9516b2d,Pansen hat einen geringeren Proteingehalt als Muskelfleisch und eignet sich dadurch auch für ältere gesunde Tiere.,web1,"[108, 112]"
df4c1ad7-7a98-4557-b823-4f139698d3f5,Pansen hat einen geringeren Proteingehalt als Muskelfleisch und eignet sich dadurch auch für ältere gesunde Tiere.,web1,"[108, 112]"
d553ab7a-0203-4918-b55d-749c9514fc0a,"Hundehalter sind verpflichtet, die Hinterlassenschaften Ihres Tieres selbst zu beseitigen.",web1,"[62, 66]"
e9e0a24c-30fd-4a42-ae7a-68b04f53ff4e,Pansen hat einen geringeren Proteingehalt als Muskelfleisch und eignet sich dadurch auch für ältere gesunde Tiere.,web1,"[108, 112]"
a78cdd51-c20d-43e4-8459-2fa9e6ce2c73,"Wir sind der Meinung, dass der Tagesbedarf eines Tieres aufgrund von individuellen Lebenssituationen wie z.B. Trächtigkeit oder Alter nicht immer gleich ist, sodass die Futtermenge pro Tag individuell angepasst werden muss.",web1,"[49, 53]"
91da9856-4409-4028-a1b6-3fa0eb0090cc,Diese saftige und herzhafte Fleischmahlzeit eignet sich für alle Altersklassen und viele ernährungssensible Tiere (nach Rücksprache mit dem Tierarzt).,web1,"[108, 112]"
894047ab-7e08-4470-93e7-483ed88721ba,Darf ich Tiere mit ins Museum nehmen?,web1,"[9, 13]"
707113a1-42c0-4148-aa0e-c312cf76656e,"Tiere dürfen nicht mit in die Ausstellung genommen werden, ausgenommen Assistenzhunde, wie z. B. Blindenhunde.",web1,"[0, 4]"
6b1a0714-5b6a-4e89-8899-e08d4118e5ef,Mehr Sicherheit: Kinder bis ca. 40 kg und Tiere,web1,"[42, 46]"
4465d6b0-e8fc-4837-bed3-7dc2df666a0a,Mehr Sicherheit: Kinder bis ca. 40 kg und Tiere,web1,"[42, 46]"
298ea4fd-b252-468e-9476-2ca0b28d0d63,Hier können Sie zahlreiche exotische Pflanzen und Tiere bestaunen.,web1,"[50, 54]"
77c1e402-ca09-4bbf-a168-16cfdd52b3d0,"Besuchen Sie den Nationalpark 'Parc Naturel régional de l'Avesnois' und bestaunen Sie viele Tiere, darunter Wildkatzen und Salamander.",web1,"[92, 96]"
73df86fe-4037-42cb-beff-d34f6143667a,Kann ich ein Tier mitbringen?,web1,"[13, 17]"
e7475e33-2143-486e-9ef1-0aec718c7cc2,"Ein großartiger Naturpark mit tiefen Höhlen, steilen Hängen und bizarren Felsformationen, die manchmal wie Menschen oder Tiere aussehen.",web1,"[121, 125]"
6d9fddf5-1c93-434a-b155-4796b000ef0b,"Im Safaripark Beekse Bergen können Sie diese Tiere vom Boot, dem Bus oder dem eigenen Auto aus sehen.",web1,"[45, 49]"
1d0cab81-8661-4da8-b0e9-3b618313b77d,Es sind alles Tiere der Wildlife-Kollektion.,web1,"[14, 18]"
804a5e1d-ee19-4e9d-ad8d-060ecd7f3b1f,"Das Modell Printer 30 eignet sich ideal für Abdrucke mit Tieren, wie Katzen, Hunde, Pferde, Vögel, Geflügel u.v.m. sowie als Adressenstempel für Vereine, Züchter oder auch privat.",web1,"[57, 61]"
e98b6397-9c3d-4895-90bc-d804c8395b53,"Baumwolljersey mit kleinen, süßen Tieren wie Pfauen, Füchsen und Einhörnern.",web1,"[34, 38]"
a09250ba-cb1b-41bb-9512-c0c13aa51e26,Nicht an Tieren getestet.,web1,"[9, 13]"
14532837-2a93-4e97-972a-35838805d835,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
13a2d2e2-ad00-416c-9faa-140608b936d4,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
f2e39e08-f2db-4504-924b-71adfc128c97,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
0d3fdcf4-62cc-40cb-bdcf-866658a29333,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
bbbd950e-b1c9-4ca3-93ec-bed03a983f7c,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
b1cbbf48-52e4-4a70-b075-48b584163819,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
c43ccbd3-0a52-4d25-af12-1444323a67c0,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
9d3713e4-825f-4da1-ab9c-7b3992672443,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
1f384e2f-3629-4f85-88e7-c2b82fde0818,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
78042824-78ac-492a-9613-ccd8b9dee724,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
7018c2f7-aa1d-4af0-b5dc-5094b0061843,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
69c8a303-efb1-4f60-9643-799e4554ef63,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
b2ae8ea7-1e37-4bef-ae47-0ab6fd1e2809,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
58a2cc07-1381-4b92-8872-d3822b5cac7b,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
aff624a5-6932-43d1-a141-dafe7b11a0bd,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
491da8d8-9fa8-425e-bc8d-e9b455b233e6,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
27f6d56e-4f6b-4702-bfdc-9519cf9e175d,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
07d49440-51c3-4d97-9b03-48e390bc67d9,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
1d832caa-ca8d-4840-a9f7-80630dcd2fa4,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
e71cbfb9-93d7-4957-8935-80791e5bc162,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
a04de7e5-be51-4bdc-8548-cdd31640bdda,"Mehr Demeter zertifizierter biologisch-dynamischer Anbau leistet konstruktiven Umweltaufbau hinsichtlich Bodenerneuerung, langfristiger Fruchtbarkeit und Artenvielfalt bei Pflanzen und Tieren.",web1,"[185, 189]"
ab423d30-4cc5-4851-8ba5-abd210de3555,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
9d43f055-7d47-4ffb-b2b4-8d88d1e958fc,"Mehr Demeter zertifizierter biologisch-dynamischer Anbau leistet konstruktiven Umweltaufbau hinsichtlich Bodenerneuerung, langfristiger Fruchtbarkeit und Artenvielfalt bei Pflanzen und Tieren.",web1,"[185, 189]"
0a6ea5d7-a791-4937-8ccf-5e0a93fdee25,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
fc8ecc02-b1d6-4609-aff2-77b79c75f775,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
0d954672-7a4d-4318-832e-01e1b25945ef,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
c92382a1-c8b6-4839-b2c1-328009b0f438,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
c9248414-3aaf-447e-bc42-00178fcb59ba,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
4b8d5840-a0cf-4325-ac7d-9bf4cea6c315,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
671eada9-31b4-4105-b325-085c8d394983,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
9248fb69-999b-459e-ba5a-241b57eab581,"Mehr Demeter zertifizierter biologisch-dynamischer Anbau leistet konstruktiven Umweltaufbau hinsichtlich Bodenerneuerung, langfristiger Fruchtbarkeit und Artenvielfalt bei Pflanzen und Tieren.",web1,"[185, 189]"
1f30ce3e-72f0-44c3-97ac-8d074182e853,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
1ecd7d72-6f8f-41b3-b8a4-8ea5a37dac56,"Mehr Demeter zertifizierter biologisch-dynamischer Anbau leistet konstruktiven Umweltaufbau hinsichtlich Bodenerneuerung, langfristiger Fruchtbarkeit und Artenvielfalt bei Pflanzen und Tieren.",web1,"[185, 189]"
c59145df-786d-48cb-869c-cba669ca9922,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
fd90e974-62e5-439f-a651-fb5269d3ce7b,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
4b37479d-8af9-4b8c-ac06-91c78872d3a4,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
0c5f8086-98af-4e7a-a8a3-48a1918d7d90,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
a6cfe29b-f5ae-422e-82e7-ae39837b3c5d,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
01b5c8fc-60bd-4ac9-9bcb-59ab335eb6d6,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
5b29acce-435f-4913-9c12-a9fcfca653cc,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
9761aa9b-9c9f-4c46-8fe9-5c1937b18d08,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
659689ab-6a17-41ba-a22b-6c5326275d19,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
f9ae4396-ed0e-480c-a4b8-d548e0357983,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
96845b91-704b-49c1-8a15-5593d869ab86,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
6c9bcc5d-4646-455a-b336-2fdac8ba60bc,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
1d4f4da9-cf92-4584-9912-cb457cf8d5a5,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
d0511edf-31db-4dcd-bf87-39e6ca809ada,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
82f426ea-31b4-4df0-a6ee-5bc8bee62363,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
9c265712-a8ca-4bc3-95e4-faa6dc8dffae,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
8ea71ab0-bc09-43da-a57a-0cac0f36898f,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
786c684a-bed1-40b7-a928-d429db063dab,"Im Zeitraum vom 01.07. bis 31.12.2020 geben wir die Mehrwertsteuersenkung von 3 Prozent in Form eines automatischen Abzugs im Warenkorb an dich weiter (Bücher ausgenommen).Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[300, 304]"
7e00e39d-5c8d-447f-8cba-a5681a4f255c,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
4ac0ed87-99fc-4e09-970c-8e6ac00e9611,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
e084861f-634e-4c9c-ad59-091f6c6adbe4,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
9f26c8c1-fca2-4cb0-bc65-71d9657c9e6d,"Mehr Alle unsere eingesetzten Rohstoffe unterliegen den strengen, zertifizierten Vorgaben des IHTN, wonach kein einziger Rohstoff an Tieren getestet werden darf.",web1,"[133, 137]"
